0,200,1615007871136182,239839
0,200,1615007871137548,120563
0,200,1615007871139331,255610
0,200,1615007871148746,251523
0,200,1615007871166369,259991
0,200,1615007871168061,262636
0,200,1615007871178955,172236
0,200,1615007871179718,249282
0,200,1615007871179840,286267
0,200,1615007871194108,299996
0,200,1615007871197361,253659
0,200,1615007871198614,224386
0,200,1615007871202012,296304
0,200,1615007871204236,224387
0,200,1615007871237721,118179
0,200,1615007871279499,349534
0,200,1615007871306419,366910
0,200,1615007871311366,395278
0,200,1615007871331517,239083
0,200,1615007871354390,302911
0,200,1615007871355422,379920
0,200,1615007871362803,363877
0,200,1615007871376337,459603
0,200,1615007871376570,211586
0,200,1615007871402395,411311
0,200,1615007871425250,285930
0,200,1615007871425356,418064
0,200,1615007871434902,313821
0,200,1615007871473172,377860
0,200,1615007871504104,299891
0,200,1615007871538155,367180
0,200,1615007871610871,689280
0,200,1615007871610945,618283
0,200,1615007871611357,408518
0,200,1615007871619383,399177
0,200,1615007871619557,503107
0,200,1615007871641053,525018
0,200,1615007871675675,669400
0,200,1615007871715338,649586
0,200,1615007871715505,643695
0,200,1615007871715736,355412
0,200,1615007871720815,505621
0,200,1615007871734269,710611
0,200,1615007871739172,490697
0,200,1615007871774117,386221
0,200,1615007871775807,678750
0,200,1615007871782382,641884
0,200,1615007871792007,588637
0,200,1615007871802048,740909
0,200,1615007871805616,805012
0,200,1615007871808185,769707
0,200,1615007871811506,632569
0,200,1615007871869178,309945
0,200,1615007871901995,741035
0,200,1615007871927931,680096
0,200,1615007871940651,813364
0,200,1615007871942733,845047
0,200,1615007871946462,719319
0,200,1615007871948771,705094
0,200,1615007871949487,296634
0,200,1615007872075810,799129
0,200,1615007872113694,897973
0,200,1615007872114188,981591
0,200,1615007872114445,780910
0,200,1615007872115659,864194
0,200,1615007872115989,856863
0,200,1615007872116187,843573
0,200,1615007872119840,851759
0,200,1615007872119972,1074118
0,200,1615007872299072,896692
0,200,1615007872299386,908720
0,200,1615007872299613,1173724
0,200,1615007872300077,841400
0,200,1615007872301223,1144679
0,200,1615007872301661,978726
0,200,1615007872319982,1018206
0,200,1615007872320297,1266457
0,200,1615007872320637,577132
0,200,1615007872321562,933291
0,200,1615007872322901,888414
0,200,1615007872323054,1044778
0,200,1615007872364999,819715
0,200,1615007872390853,623794
0,200,1615007872411795,1282966
0,200,1615007872418588,885139
0,200,1615007872424305,875578
0,200,1615007872524190,1378629
0,200,1615007872532927,708331
0,200,1615007872562355,939365
0,200,1615007872595238,1420701
0,200,1615007872615923,971253
0,200,1615007872699871,1059659
0,200,1615007872707723,1375528
0,200,1615007872713240,870281
0,200,1615007872715208,1493470
0,200,1615007872735708,1295446
0,200,1615007872738021,968299
0,200,1615007872851051,1115997
0,200,1615007872895357,1539472
0,200,1615007872896129,1040727
0,200,1615007872896560,1494552
0,200,1615007872898976,1505422
0,200,1615007872923395,1479266
0,200,1615007872948492,1713685
0,200,1615007872956895,1550080
0,200,1615007872990144,1213814
0,200,1615007873051883,1644557
0,200,1615007873061639,1153461
0,200,1615007873061942,1311722
0,200,1615007873075846,1676355
0,200,1615007873096624,1823567
0,200,1615007873140734,1316512
0,200,1615007873198975,1741054
0,200,1615007873201603,1753607
0,200,1615007873229303,1792386
0,500,1615007873260903,1924971
0,500,1615007873270327,2127077
0,500,1615007873278793,1795888
0,500,1615007873878124,2192996
0,500,1615007873888983,1866824
0,500,1615007873893538,2128271
0,500,1615007873895760,2112307
0,500,1615007873902544,1994027
0,500,1615007873916507,2508725
0,500,1615007873930645,2421093
0,500,1615007873957925,2041952
0,500,1615007873965454,2813259
0,500,1615007873973755,2442567
0,500,1615007873988101,2627951
0,500,1615007873988262,2139708
0,500,1615007873988431,2429065
0,500,1615007874005788,2289685
0,500,1615007874022468,2661839
0,500,1615007874032931,2587881
0,500,1615007874039672,2596817
0,500,1615007874058466,2487893
0,500,1615007874117191,2304761
0,500,1615007874127701,2551467
0,500,1615007874146187,2196341
0,500,1615007874169373,2198780
0,500,1615007874219188,2763871
0,500,1615007874219970,2733639
0,500,1615007874220136,2202865
0,500,1615007874220360,2076731
0,500,1615007874220607,1963126
0,500,1615007874227392,1926179
0,500,1615007874245280,2292005
0,500,1615007874258463,2844610
0,500,1615007874282191,3123013
0,500,1615007874295410,2903246
0,500,1615007874303281,2489818
0,500,1615007874304084,2723640
0,500,1615007874304194,2259575
0,500,1615007874343493,2017927
0,500,1615007874359823,2746029
0,500,1615007874377336,1958385
0,500,1615007874406908,2935225
0,500,1615007874411006,2766826
0,500,1615007874411168,2938831
0,500,1615007874428624,2342090
0,500,1615007874429451,2592365
0,500,1615007874459020,2436423
0,500,1615007874503815,3081621
0,500,1615007874660390,3375016
0,500,1615007874662457,2759824
0,500,1615007874785166,3263865
0,500,1615007874790361,3265661
0,500,1615007874799123,2477573
0,500,1615007874802968,2476436
0,500,1615007874805016,3300938
0,500,1615007874805123,2302469
0,500,1615007874805304,2280709
0,500,1615007874805670,3187138
0,500,1615007874806290,2831027
0,500,1615007874806446,2791896
0,500,1615007874806509,3378790
0,500,1615007874806541,3291415
0,500,1615007874806615,3145846
0,500,1615007874808338,2721389
0,500,1615007874898595,2766906
0,500,1615007874914748,3387342
0,500,1615007874926178,2153000
0,500,1615007874936409,3152032
0,500,1615007874939710,3423180
0,500,1615007874954961,3526746
0,500,1615007874964307,2835261
0,500,1615007874971240,3275619
0,500,1615007875038264,3717229
0,500,1615007875069723,3268378
0,500,1615007875101179,3572231
0,500,1615007875103621,3545193
0,500,1615007875115841,2724483
0,500,1615007875119350,2318076
0,500,1615007875154035,3339923
0,500,1615007875183999,3729851
0,500,1615007875191732,3328257
0,500,1615007875192981,2936498
0,500,1615007875240757,3615050
0,500,1615007875241959,2894985
0,500,1615007875245296,3591001
0,500,1615007875260538,3506833
0,500,1615007875283449,2423213
0,500,1615007875303494,3046497
0,500,1615007875307116,3379207
0,500,1615007875350969,3890884
