1,200,1615007872302348,388441
1,200,1615007872307860,366281
1,200,1615007872425278,388415
1,200,1615007872429239,492476
1,200,1615007872430061,540333
1,200,1615007872469511,587554
1,200,1615007872523527,354243
1,200,1615007872532650,603548
1,200,1615007872536234,632347
1,200,1615007872558830,654626
1,200,1615007872562242,675950
1,200,1615007872569603,580868
1,200,1615007872642924,313994
1,200,1615007872656510,763557
1,200,1615007872660259,351394
1,200,1615007872672070,744919
1,200,1615007872677609,595374
1,200,1615007872727379,756088
1,200,1615007872815011,485041
1,200,1615007872846700,943157
1,200,1615007872858305,501933
1,200,1615007872894690,783906
1,200,1615007872963455,1014711
1,200,1615007873002751,912635
1,200,1615007873016565,1061342
1,200,1615007873018293,633765
1,200,1615007873048637,690655
1,200,1615007873153931,1201532
1,200,1615007873189902,789966
1,200,1615007873207747,850937
1,200,1615007873208325,897748
1,500,1615007873237683,1310227
1,500,1615007873277316,1279698
1,500,1615007873280970,1380537
1,500,1615007873282951,1356163
1,500,1615007873287076,1312446
1,500,1615007873289815,1374139
1,200,1615007873322998,1327790
1,500,1615007873845712,1685702
1,500,1615007873845855,1543687
1,500,1615007873847112,1827068
1,500,1615007873847232,1933064
1,500,1615007873850118,1542267
1,500,1615007873869827,1800880
1,500,1615007873870421,1541107
1,500,1615007873878537,1952309
1,500,1615007873893809,1950155
1,500,1615007873893916,1485649
1,500,1615007873913554,1582938
1,500,1615007873919464,1562265
1,500,1615007873921917,1809964
1,500,1615007873938048,2018195
1,500,1615007873948872,1500672
1,500,1615007873949070,1915689
1,500,1615007873955205,1569668
1,500,1615007873965494,1655431
1,500,1615007873987893,1579300
1,500,1615007874002137,2001230
1,500,1615007874002515,1589765
1,500,1615007874042571,1712309
1,500,1615007874045689,1620425
1,500,1615007874054574,2050374
1,500,1615007874064882,2120923
1,500,1615007874091716,2130682
1,500,1615007874096488,1722412
1,500,1615007874144448,1816212
1,500,1615007874168793,1726173
1,500,1615007874218651,2143167
1,500,1615007874218901,1770024
1,500,1615007874227336,2238941
1,500,1615007874227535,1852994
1,500,1615007874238253,1837879
1,500,1615007874242890,1823609
1,500,1615007874245421,1797640
1,500,1615007874357399,2287700
1,500,1615007874357802,1862050
1,500,1615007874358593,2341889
1,500,1615007874388276,2277105
1,500,1615007874390958,2279365
1,500,1615007874393833,1968994
1,500,1615007874394154,1933345
1,500,1615007874394648,1829095
1,500,1615007874395921,1852365
1,500,1615007874401564,1909149
1,500,1615007874413399,2343530
1,500,1615007874416241,2087626
1,500,1615007874420403,2307528
1,500,1615007874421171,1991942
1,500,1615007874429148,1998705
1,500,1615007874429732,1945082
1,500,1615007874434537,2106674
1,500,1615007874443050,2410859
1,500,1615007874444170,2037012
1,500,1615007874459109,1909209
1,500,1615007874468870,1851894
1,500,1615007874472654,2026413
1,500,1615007874474202,2118237
1,500,1615007874484385,2041364
1,500,1615007874669006,2075060
1,500,1615007874669508,2367183
1,500,1615007874670138,2223408
1,500,1615007874695290,2246758
1,500,1615007874697156,2209159
1,500,1615007874698214,2601632
1,500,1615007874704940,2280442
1,500,1615007874705764,2350238
1,500,1615007874706414,2259283
1,500,1615007874795762,2375911
1,500,1615007874805758,2376054
1,500,1615007874806062,2135343
1,500,1615007874806149,2096556
1,500,1615007874808483,2036682
1,500,1615007874808561,2030956
1,500,1615007874809391,1845207
1,500,1615007874811027,2185542
1,500,1615007874811126,1846577
1,500,1615007874811225,1795085
1,500,1615007874811647,1918169
1,500,1615007874811981,2503642
1,500,1615007874812229,2482744
1,500,1615007874812384,2454723
1,500,1615007874818186,2406157
1,500,1615007874820052,2208463
1,500,1615007874835393,2733330
1,500,1615007874837355,2365811
1,500,1615007874840747,2391537
1,500,1615007874843430,2291147
1,500,1615007874845087,2517631
1,500,1615007874889128,1925684
1,500,1615007874889684,2442235
1,500,1615007874899201,2449651
1,500,1615007874901846,2265528
1,500,1615007874902321,2575317
1,500,1615007874956290,1940604
1,500,1615007874964234,1910409
1,500,1615007874975688,2409709
1,500,1615007874976292,2333387
1,500,1615007874977435,2476760
1,500,1615007874988086,2397416
1,500,1615007875004827,2649678
1,500,1615007875048113,2338312
1,500,1615007875076798,2601722
1,500,1615007875077163,1988813
1,500,1615007875086670,2703638
1,500,1615007875096139,2042642
1,500,1615007875114687,2471415
1,500,1615007875145196,2482094
1,500,1615007875156161,2426165
1,500,1615007875179416,2709366
1,500,1615007875181731,2798188
1,500,1615007875204965,2312247
1,500,1615007875221842,2814313
1,500,1615007875241550,1798949
1,500,1615007875250091,2348611
1,500,1615007875264361,2261974
